Country	Income Group	Value	Area (Inputs FertilizersProduct E All Data (Normalized).csv)	Area Code (ISO2) (Inputs FertilizersProduct E All Data (Normalized).csv)	Element (Inputs FertilizersProduct E All Data (Normalized).csv)	Element Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Item (Inputs FertilizersProduct E All Data (Normalized).csv)	Item Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Unit (Inputs FertilizersProduct E All Data (Normalized).csv)	Year (Inputs FertilizersProduct E All Data (Normalized).csv)	Year Code (Inputs FertilizersProduct E All Data (Normalized).csv)
Switzerland	High-income economies	74729	Switzerland	CH	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2004	2004
Slovakia	High-income economies	30.42	Slovakia	SK	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2018	2018
Bulgaria	Upper-middle-income economies	26193	Bulgaria	BG	Agricultural Use	5157	Other NP compounds	4024	tonnes	2011	2011
Guyana	Upper-middle-income economies	12084	Guyana	GY	Agricultural Use	5157	Urea	4001	tonnes	2003	2003
Ethiopia	Low income economies	13916	Ethiopia	ET	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Ecuador	Upper-middle-income economies	202335	Ecuador	EC	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Spain	High-income economies	48656	Spain	ES	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2005	2005
Jamaica	Upper-middle-income economies	197	Jamaica	JM	Agricultural Use	5157	Other NP compounds	4024	tonnes	2011	2011
Morocco	Lower-middle-income economies	402000	Morocco	MA	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Greece	High-income economies	60762	Greece	GR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
United States of America	High-income economies	2270946.54	United States of America	US	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2017	2017
El Salvador	Lower-middle-income economies	1100	El Salvador	SV	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2006	2006
United Republic of Tanzania	Low income economies	941	United Republic of Tanzania	TZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Suriname	Upper-middle-income economies	275	Suriname	SR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2003	2003
Australia	High-income economies	211449	Australia	AU	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2016	2016
Peru	Upper-middle-income economies	61216	Peru	PE	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2005	2005
El Salvador	Lower-middle-income economies	125	El Salvador	SV	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2005	2005
Kenya	Lower-middle-income economies	3221	Kenya	KE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2002	2002
Greece	High-income economies	6512	Greece	GR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Zambia	Lower-middle-income economies	32	Zambia	ZM	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2007	2007
Nicaragua	Lower-middle-income economies	1232	Nicaragua	NI	Agricultural Use	5157	Other NP compounds	4024	tonnes	2016	2016
Pakistan	Lower-middle-income economies	1043	Pakistan	PK	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2011	2011
Guyana	Upper-middle-income economies	974	Guyana	GY	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Iraq	Upper-middle-income economies	142270.3	Iraq	IQ	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2017	2017
India	Lower-middle-income economies	89990	India	IN	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2012	2012
Jamaica	Upper-middle-income economies	6986	Jamaica	JM	Agricultural Use	5157	Urea	4001	tonnes	2002	2002
Nicaragua	Lower-middle-income economies	17144.94	Nicaragua	NI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2011	2011
Portugal	High-income economies	112352	Portugal	PT	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Argentina	High-income economies	1002817	Argentina	AR	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Morocco	Lower-middle-income economies	73000	Morocco	MA	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2007	2007
Venezuela (Bolivarian Republic of)	Upper-middle-income economies	11000	Venezuela (Bolivarian Republic of)	VE	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2007	2007
Switzerland	High-income economies	21891	Switzerland	CH	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Ethiopia	Low income economies	18	Ethiopia	ET	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Nepal	Low income economies	235304	Nepal	NP	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Czechia	High-income economies	102812	Czechia	CZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Philippines	Lower-middle-income economies	1290	Philippines	PH	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2011	2011
Egypt	Lower-middle-income economies	1312559	Egypt	EG	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Argentina	High-income economies	8621	Argentina	AR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2014	2014
Panama	High-income economies	59	Panama	PA	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2003	2003
Lebanon	Upper-middle-income economies	6000	Lebanon	LB	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2014	2014
Ukraine	Lower-middle-income economies	37761.8	Ukraine	UA	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Slovakia	High-income economies	2947	Slovakia	SK	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2013	2013
Barbados	High-income economies	1	Barbados	BB	Agricultural Use	5157	PK compounds	4027	tonnes	2009	2009
Mauritius	Upper-middle-income economies	3	Mauritius	MU	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2012	2012
Algeria	Upper-middle-income economies	1	Algeria	DZ	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2007	2007
Ghana	Lower-middle-income economies	166	Ghana	GH	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Netherlands	High-income economies	38611	Netherlands	NL	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2018	2018
Saint Kitts and Nevis	High-income economies	32	Saint Kitts and Nevis	KN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2006	2006
Romania	Upper-middle-income economies	251	Romania	RO	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Fiji	Upper-middle-income economies	7	Fiji	FJ	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Tunisia	Lower-middle-income economies	603.94	Tunisia	TN	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2011	2011
Israel	High-income economies	14418	Israel	IL	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2002	2002
El Salvador	Lower-middle-income economies	14070	El Salvador	SV	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Brazil	Upper-middle-income economies	8594045.04	Brazil	BR	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2013	2013
Brazil	Upper-middle-income economies	992677	Brazil	BR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2008	2008
Albania	Upper-middle-income economies	39	Albania	AL	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2006	2006
Thailand	Upper-middle-income economies	31397	Thailand	TH	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Burundi	Low income economies	662.25	Burundi	BI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2015	2015
Peru	Upper-middle-income economies	2789.1	Peru	PE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2006	2006
Republic of Moldova	Lower-middle-income economies	11004	Republic of Moldova	MD	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2018	2018
Bangladesh	Lower-middle-income economies	30000	Bangladesh	BD	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2003	2003
Armenia	Upper-middle-income economies	33647	Armenia	AM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2011	2011
Guatemala	Upper-middle-income economies	11453	Guatemala	GT	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2009	2009
Bolivia (Plurinational State of)	Lower-middle-income economies	109.42	Bolivia (Plurinational State of)	BO	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
France	High-income economies	183100	France	FR	Agricultural Use	5157	Other NP compounds	4024	tonnes	2009	2009
El Salvador	Lower-middle-income economies	500	El Salvador	SV	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2005	2005
United Republic of Tanzania	Low income economies	140	United Republic of Tanzania	TZ	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Hungary	High-income economies	625	Hungary	HU	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2012	2012
Brazil	Upper-middle-income economies	49129	Brazil	BR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2012	2012
Oman	High-income economies	519	Oman	OM	Agricultural Use	5157	PK compounds	4027	tonnes	2009	2009
Slovakia	High-income economies	9471	Slovakia	SK	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2013	2013
Ireland	High-income economies	115597	Ireland	IE	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Uruguay	High-income economies	71	Uruguay	UY	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2002	2002
Croatia	High-income economies	721	Croatia	HR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2017	2017
Egypt	Lower-middle-income economies	1191000	Egypt	EG	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2010	2010
Iran (Islamic Republic of)	Upper-middle-income economies	24475	Iran (Islamic Republic of)	IR	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2012	2012
Thailand	Upper-middle-income economies	707527.9	Thailand	TH	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Sri Lanka	Lower-middle-income economies	321052	Sri Lanka	LK	Agricultural Use	5157	Urea	4001	tonnes	2015	2015
Philippines	Lower-middle-income economies	12649	Philippines	PH	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2012	2012
Azerbaijan	Upper-middle-income economies	5777	Azerbaijan	AZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2005	2005
Panama	High-income economies	5371	Panama	PA	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
El Salvador	Lower-middle-income economies	338	El Salvador	SV	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2007	2007
Republic of Moldova	Lower-middle-income economies	385	Republic of Moldova	MD	Agricultural Use	5157	Other NP compounds	4024	tonnes	2018	2018
Iran (Islamic Republic of)	Upper-middle-income economies	82258	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
Niger	Low income economies	368	Niger	NE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2005	2005
Ireland	High-income economies	52	Ireland	IE	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2010	2010
Slovakia	High-income economies	213	Slovakia	SK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2016	2016
Jamaica	Upper-middle-income economies	60.2	Jamaica	JM	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
United States of America	High-income economies	5769121.58	United States of America	US	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2016	2016
France	High-income economies	81839	France	FR	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2013	2013
Austria	High-income economies	1400	Austria	AT	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2009	2009
Belarus	Upper-middle-income economies	2088479.73	Belarus	BY	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Croatia	High-income economies	67221	Croatia	HR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Lithuania	High-income economies	175655	Lithuania	LT	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2011	2011
Ethiopia	Low income economies	128914	Ethiopia	ET	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2005	2005
Sweden	High-income economies	3216	Sweden	SE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2018	2018
Ghana	Lower-middle-income economies	23051	Ghana	GH	Agricultural Use	5157	Fertilizers n.e.c.	4030	tonnes	2013	2013
Angola	Lower-middle-income economies	3	Angola	AO	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2007	2007
Zimbabwe	Low income economies	113	Zimbabwe	ZW	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Republic of Moldova	Lower-middle-income economies	64020	Republic of Moldova	MD	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2017	2017
Burundi	Low income economies	854	Burundi	BI	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Zambia	Lower-middle-income economies	9189	Zambia	ZM	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2008	2008
Sweden	High-income economies	1833	Sweden	SE	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2016	2016
Australia	High-income economies	35411	Australia	AU	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2017	2017
United Republic of Tanzania	Low income economies	3000	United Republic of Tanzania	TZ	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2008	2008
Jamaica	Upper-middle-income economies	819	Jamaica	JM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2004	2004
"China, Taiwan Province of"	High-income economies	61856	"China, Taiwan Province of"	TW	Agricultural Use	5157	Urea	4001	tonnes	2013	2013
Sweden	High-income economies	384701	Sweden	SE	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2010	2010
French Polynesia	High-income economies	112	French Polynesia	PF	Agricultural Use	5157	Other NP compounds	4024	tonnes	2009	2009
Ghana	Lower-middle-income economies	43403	Ghana	GH	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2012	2012
Nepal	Low income economies	9600	Nepal	NP	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
"China, Taiwan Province of"	High-income economies	5609	"China, Taiwan Province of"	TW	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
Panama	High-income economies	29913	Panama	PA	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Mauritius	Upper-middle-income economies	212	Mauritius	MU	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2017	2017
Belize	Upper-middle-income economies	381	Belize	BZ	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
Uruguay	High-income economies	230043	Uruguay	UY	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2012	2012
Brazil	Upper-middle-income economies	5673676	Brazil	BR	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2003	2003
Ireland	High-income economies	1000	Ireland	IE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2011	2011
Lithuania	High-income economies	15037	Lithuania	LT	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2005	2005
Brazil	Upper-middle-income economies	4245873	Brazil	BR	Agricultural Use	5157	Urea	4001	tonnes	2012	2012
Guinea	Low income economies	10	Guinea	GN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2002	2002
El Salvador	Lower-middle-income economies	36019	El Salvador	SV	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Antigua and Barbuda	High-income economies	4	Antigua and Barbuda	AG	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Peru	Upper-middle-income economies	22859.42	Peru	PE	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
Iran (Islamic Republic of)	Upper-middle-income economies	197000	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Fertilizers n.e.c.	4030	tonnes	2015	2015
Chile	High-income economies	9566	Chile	CL	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2012	2012
Brazil	Upper-middle-income economies	1901110	Brazil	BR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2010	2010
Croatia	High-income economies	123506	Croatia	HR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2017	2017
Colombia	Upper-middle-income economies	294637	Colombia	CO	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Slovakia	High-income economies	1737	Slovakia	SK	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2010	2010
French Polynesia	High-income economies	2	French Polynesia	PF	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2007	2007
Israel	High-income economies	20284	Israel	IL	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Kenya	Lower-middle-income economies	24715	Kenya	KE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2003	2003
Dominican Republic	Upper-middle-income economies	73611.1	Dominican Republic	DO	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2018	2018
Brazil	Upper-middle-income economies	216704.84	Brazil	BR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2013	2013
Papua New Guinea	Lower-middle-income economies	1	Papua New Guinea	PG	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2004	2004
Latvia	High-income economies	149752	Latvia	LV	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2018	2018
Ethiopia	Low income economies	283	Ethiopia	ET	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2003	2003
Hungary	High-income economies	460	Hungary	HU	Agricultural Use	5157	Other NK compounds	4026	tonnes	2013	2013
Mozambique	Low income economies	55183	Mozambique	MZ	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2008	2008
Chile	High-income economies	5202.35	Chile	CL	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
Tunisia	Lower-middle-income economies	50405.34	Tunisia	TN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2014	2014
Rwanda	Low income economies	94	Rwanda	RW	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
