Country,Income_Group,ISO2,ISO3,prod_yield,Year,Fertilizers_y,prod_yield_value,Pesticide_x
Turkey,Upper-middle-income economies,TR,TUR,Value Yield,2009,5494834,11611257,37651
Barbados,High-income economies,BB,BRB,Value Prod,2011,2488,1505390,168
Barbados,High-income economies,BB,BRB,Value Yield,2011,2488,4474880,168
Poland,High-income economies,PL,POL,Value Prod,2009,4755747,359351586,18493
Poland,High-income economies,PL,POL,Value Yield,2009,4755747,6854286,18493
Algeria,Upper-middle-income economies,DZ,DZA,Value Prod,2006,34417,79774806,2504
Algeria,Upper-middle-income economies,DZ,DZA,Value Yield,2006,34417,4147248,2504
Mexico,Upper-middle-income economies,MX,MEX,Value Prod,2011,3161321.63,810415991,53220
Mexico,Upper-middle-income economies,MX,MEX,Value Yield,2011,3161321.63,10078348,53220
India,Lower-middle-income economies,IN,IND,Value Prod,2018,56782500,7032137959,58160
India,Lower-middle-income economies,IN,IND,Value Yield,2018,56782500,10537604,58160
Bhutan,Lower-middle-income economies,BT,BTN,Value Prod,2011,3274,3582901,9
Bhutan,Lower-middle-income economies,BT,BTN,Value Yield,2011,3274,4640545,9
Lebanon,Upper-middle-income economies,LB,LBN,Value Prod,2003,62780,16170216,1816
Lebanon,Upper-middle-income economies,LB,LBN,Value Yield,2003,62780,6479711,1816
El Salvador,Lower-middle-income economies,SV,SLV,Value Prod,2015,249741.49,55913753,2186
El Salvador,Lower-middle-income economies,SV,SLV,Value Yield,2015,249741.49,10272094,2186
India,Lower-middle-income economies,IN,IND,Value Prod,2007,41543890,5690634873,27423
India,Lower-middle-income economies,IN,IND,Value Yield,2007,41543890,8665958,27423
Switzerland,High-income economies,CH,CHE,Value Prod,2010,228967,20512500,2187
Switzerland,High-income economies,CH,CHE,Value Yield,2010,228967,9724704,2187
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Prod,2005,135,412872,13
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Yield,2005,135,2934200,13
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2012,166201,52105080,4414
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2012,166201,8381880,4414
Burundi,Low income economies,BI,BDI,Value Prod,2014,19931.93,28872670,74
Burundi,Low income economies,BI,BDI,Value Yield,2014,19931.93,4741805,74
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2016,437811,52600079,1003
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2016,437811,8928101,1003
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2005,346930.07,37356744,972
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2005,346930.07,3620183,972
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2008,323000,573520976,9527
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2008,323000,13819071,9527
Fiji,Upper-middle-income economies,FJ,FJI,Value Prod,2003,14106,17808210,417
Fiji,Upper-middle-income economies,FJ,FJI,Value Yield,2003,14106,4679094,417
Finland,High-income economies,FI,FIN,Value Prod,2010,215047,22310065,1747
Finland,High-income economies,FI,FIN,Value Yield,2010,215047,4816400,1747
Bangladesh,Lower-middle-income economies,BD,BGD,Value Prod,2006,3325525,359126610,9413
Bangladesh,Lower-middle-income economies,BD,BGD,Value Yield,2006,3325525,4972037,9413
French Polynesia,High-income economies,PF,PYF,Value Prod,2006,1737,176725,45
French Polynesia,High-income economies,PF,PYF,Value Yield,2006,1737,6246825,45
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2008,1479245.42,525596701,21835
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2008,1479245.42,7742819,21835
Burundi,Low income economies,BI,BDI,Value Prod,2005,5452,20223855,305
Burundi,Low income economies,BI,BDI,Value Yield,2005,5452,3571735,305
Belize,Upper-middle-income economies,BZ,BLZ,Value Prod,2011,30616.32,10308067,827
Belize,Upper-middle-income economies,BZ,BLZ,Value Yield,2011,30616.32,5557111,827
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2014,221502,83581505,396
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2014,221502,3159009,396
Republic of Moldova,Lower-middle-income economies,MD,MDA,Value Prod,2013,114354,31699932,2409
Republic of Moldova,Lower-middle-income economies,MD,MDA,Value Yield,2013,114354,3831276,2409
South Africa,Upper-middle-income economies,ZA,ZAF,Value Prod,2009,31097,320178362,26857
South Africa,Upper-middle-income economies,ZA,ZAF,Value Yield,2009,31097,11875500,26857
Australia,High-income economies,AU,AUS,Value Prod,2013,2216886,493147571,45177
Australia,High-income economies,AU,AUS,Value Yield,2013,2216886,13137082,45177
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2008,7586875,1076530175,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2008,7586875,9805712,1597
Chile,High-income economies,CL,CHL,Value Prod,2011,775306.09,113396346,9831
Chile,High-income economies,CL,CHL,Value Yield,2011,775306.09,13803986,9831
Italy,High-income economies,IT,ITA,Value Prod,2015,1829519,390361454,63322
Italy,High-income economies,IT,ITA,Value Yield,2015,1829519,10895934,63322
Guatemala,Upper-middle-income economies,GT,GTM,Value Prod,2006,473677,170361184,15951
Guatemala,Upper-middle-income economies,GT,GTM,Value Yield,2006,473677,12366536,15951
Guinea,Low income economies,GN,GIN,Value Prod,2011,24932,47856396,663
Guinea,Low income economies,GN,GIN,Value Yield,2011,24932,5268067,663
El Salvador,Lower-middle-income economies,SV,SLV,Value Prod,2016,196326.42,62081222,1743
El Salvador,Lower-middle-income economies,SV,SLV,Value Yield,2016,196326.42,11071263,1743
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2010,114737,15434013,590
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2010,114737,7675290,590
Slovenia,High-income economies,SI,SVN,Value Prod,2015,132250,5443110,1047
Slovenia,High-income economies,SI,SVN,Value Yield,2015,132250,4026996,1047
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2017,1435335,489808599,6841
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2017,1435335,12578188,6841
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2010,24010022,6251823039,342580
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2010,24010022,11165952,342580
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2004,5221,3976920,151
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2004,5221,5864460,151
Guyana,Upper-middle-income economies,GY,GUY,Value Prod,2006,29025,21489834,343
Guyana,Upper-middle-income economies,GY,GUY,Value Yield,2006,29025,5981910,343
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2007,23955078,5043295817,304031
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2007,23955078,10882270,304031
Ireland,High-income economies,IE,IRL,Value Prod,2015,1462380,16658860,3124
Ireland,High-income economies,IE,IRL,Value Yield,2015,1462380,9912456,3124
United Kingdom of Great Britain and Northern Ireland,High-income economies,GB,GBR,Value Prod,2005,4398200,193690980,31415
United Kingdom of Great Britain and Northern Ireland,High-income economies,GB,GBR,Value Yield,2005,4398200,7516995,31415
United States of America,High-income economies,US,USA,Value Prod,2016,44710159.51,4623571603,407779
United States of America,High-income economies,US,USA,Value Yield,2016,44710159.51,15240729,407779
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2011,41942,26103180,827
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2011,41942,9265046,827
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2003,119903,10979388,342
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2003,119903,5876423,342
Senegal,Low income economies,SN,SEN,Value Prod,2013,95000,23395918,723
Senegal,Low income economies,SN,SEN,Value Yield,2013,95000,11210402,723
Guatemala,Upper-middle-income economies,GT,GTM,Value Prod,2008,302336,195246394,18092
Guatemala,Upper-middle-income economies,GT,GTM,Value Yield,2008,302336,12038131,18092
United States of America,High-income economies,US,USA,Value Prod,2013,50455633,4126554306,407779
United States of America,High-income economies,US,USA,Value Yield,2013,50455633,14959854,407779
Australia,High-income economies,AU,AUS,Value Prod,2012,3773996,537065571,48688
Australia,High-income economies,AU,AUS,Value Yield,2012,3773996,12430733,48688
Angola,Lower-middle-income economies,AO,AGO,Value Prod,2009,53565,137561179,40
Angola,Lower-middle-income economies,AO,AGO,Value Yield,2009,53565,6018551,40
Belize,Upper-middle-income economies,BZ,BLZ,Value Prod,2006,11420,13217323,770
Belize,Upper-middle-income economies,BZ,BLZ,Value Yield,2006,11420,7523908,770
Antigua and Barbuda,High-income economies,AG,ATG,Value Prod,2008,19,64700,8
Antigua and Barbuda,High-income economies,AG,ATG,Value Yield,2008,19,1424556,8
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2006,1574518.19,470545894,20014
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2006,1574518.19,7274953,20014
Jamaica,Upper-middle-income economies,JM,JAM,Value Prod,2004,40243,18012096,621
Jamaica,Upper-middle-income economies,JM,JAM,Value Yield,2004,40243,7114188,621
Slovakia,High-income economies,SK,SVK,Value Prod,2013,426229,29484270,1620
Slovakia,High-income economies,SK,SVK,Value Yield,2013,426229,5859864,1620
Denmark,High-income economies,DK,DNK,Value Prod,2012,372016,85466490,5716
Denmark,High-income economies,DK,DNK,Value Yield,2012,372016,9163674,5716
Ethiopia,Low income economies,ET,ETH,Value Prod,2010,553885,161193795,4128
Ethiopia,Low income economies,ET,ETH,Value Yield,2010,553885,5186209,4128
Slovenia,High-income economies,SI,SVN,Value Prod,2018,128769,4932900,1172
Slovenia,High-income economies,SI,SVN,Value Yield,2018,128769,3952290,1172
Greece,High-income economies,GR,GRC,Value Prod,2011,919290,101607128,8190
Greece,High-income economies,GR,GRC,Value Yield,2011,919290,10461297,8190
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2012,389810.3,54657603,1003
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2012,389810.3,7243600,1003
Switzerland,High-income economies,CH,CHE,Value Prod,2018,208091,21282150,2077
Switzerland,High-income economies,CH,CHE,Value Yield,2018,208091,9912402,2077
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Prod,2011,234,11217,15
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Yield,2011,234,752688,15
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2002,11414,27660852,5715
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2002,11414,6215658,5715
Switzerland,High-income economies,CH,CHE,Value Prod,2007,237989,23681484,2099
Switzerland,High-income economies,CH,CHE,Value Yield,2007,237989,10445388,2099
Bulgaria,Upper-middle-income economies,BG,BGR,Value Prod,2009,271306,36795280,1717
Bulgaria,Upper-middle-income economies,BG,BGR,Value Yield,2009,271306,2426460,1717
Bangladesh,Lower-middle-income economies,BD,BGD,Value Prod,2014,4267000,467947926,15857
Bangladesh,Lower-middle-income economies,BD,BGD,Value Yield,2014,4267000,6044661,15857
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Prod,2010,67843.42,81180470,11823
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Yield,2010,67843.42,5381467,11823
"China, Taiwan Province of",High-income economies,TW,TWN,Value Prod,2008,378745,49035948,8780
"China, Taiwan Province of",High-income economies,TW,TWN,Value Yield,2008,378745,8941464,8780
Israel,High-income economies,IL,ISR,Value Prod,2005,201662,27802644,5879
Israel,High-income economies,IL,ISR,Value Yield,2005,201662,9178484,5879
Mozambique,Low income economies,MZ,MOZ,Value Prod,2003,78450,78430415,267
Mozambique,Low income economies,MZ,MOZ,Value Yield,2003,78450,5193650,267
Hungary,High-income economies,HU,HUN,Value Prod,2011,1170594,105523128,8473
Hungary,High-income economies,HU,HUN,Value Yield,2011,1170594,7008792,8473
Madagascar,Low income economies,MG,MDG,Value Prod,2008,28673,89681025,112
Madagascar,Low income economies,MG,MDG,Value Yield,2008,28673,4330641,112
Burundi,Low income economies,BI,BDI,Value Prod,2011,10032,22507405,76
Burundi,Low income economies,BI,BDI,Value Yield,2011,10032,7234385,76
Ireland,High-income economies,IE,IRL,Value Prod,2017,1611853,15621800,2861
Ireland,High-income economies,IE,IRL,Value Yield,2017,1611853,10169580,2861
Finland,High-income economies,FI,FIN,Value Prod,2009,133793,29274960,1694
Finland,High-income economies,FI,FIN,Value Yield,2009,133793,5075355,1694
Romania,Upper-middle-income economies,RO,ROU,Value Prod,2011,902445,192846354,6583
Romania,Upper-middle-income economies,RO,ROU,Value Yield,2011,902445,6140334,6583
Honduras,Lower-middle-income economies,HN,HND,Value Prod,2009,140776,69383804,4344
Honduras,Lower-middle-income economies,HN,HND,Value Yield,2009,140776,11949119,4344
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2007,601890,40557391,1440
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2007,601890,6050674,1440
Ukraine,Lower-middle-income economies,UA,UKR,Value Prod,2003,1085487,408498510,12558
Ukraine,Lower-middle-income economies,UA,UKR,Value Yield,2003,1085487,3519396,12558
Mozambique,Low income economies,MZ,MOZ,Value Prod,2006,50504,76233542,893
Mozambique,Low income economies,MZ,MOZ,Value Yield,2006,50504,6071555,893
Congo,Lower-middle-income economies,CG,COG,Value Prod,2007,388,12748602,4
Congo,Lower-middle-income economies,CG,COG,Value Yield,2007,388,4082028,4
Malawi,Low income economies,MW,MWI,Value Prod,2007,287914,117505402,524
Malawi,Low income economies,MW,MWI,Value Yield,2007,287914,11046805,524
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2005,6589630,1010026885,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2005,6589630,10230423,1597
Niger,Low income economies,NE,NER,Value Prod,2007,5380,28329555,31
Niger,Low income economies,NE,NER,Value Yield,2007,5380,4453200,31
Peru,Upper-middle-income economies,PE,PER,Value Prod,2012,868170,216245365,7289
Peru,Upper-middle-income economies,PE,PER,Value Yield,2012,868170,13224239,7289
Morocco,Lower-middle-income economies,MA,MAR,Value Prod,2004,400638,162745464,15064
Morocco,Lower-middle-income economies,MA,MAR,Value Yield,2004,400638,9300018,15064
Croatia,High-income economies,HR,HRV,Value Prod,2016,265454,47179097,1853
Croatia,High-income economies,HR,HRV,Value Yield,2016,265454,11838645,1853
Argentina,High-income economies,AR,ARG,Value Prod,2012,2891023,587751444,216309
Argentina,High-income economies,AR,ARG,Value Yield,2012,2891023,10001754,216309
Belarus,Upper-middle-income economies,BY,BLR,Value Prod,2008,4525034.62,146611278,4897
Belarus,Upper-middle-income economies,BY,BLR,Value Yield,2008,4525034.62,6295866,4897
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2011,8394986,804706714,1979
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2011,8394986,7936012,1979
Viet Nam,Lower-middle-income economies,VN,VNM,Value Prod,2009,5300162,596045996,19154
Viet Nam,Lower-middle-income economies,VN,VNM,Value Yield,2009,5300162,8177645,19154
Barbados,High-income economies,BB,BRB,Value Prod,2002,1712,2177495,168
Barbados,High-income economies,BB,BRB,Value Yield,2002,1712,4272970,168
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Prod,2011,7852,28605282,105
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Yield,2011,7852,4411578,105
Hungary,High-income economies,HU,HUN,Value Prod,2013,1420436,107358720,7745
Hungary,High-income economies,HU,HUN,Value Yield,2013,1420436,6577074,7745
Colombia,Upper-middle-income economies,CO,COL,Value Prod,2015,633914,436997050,33689
Colombia,Upper-middle-income economies,CO,COL,Value Yield,2015,633914,10473834,33689
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2010,223443,51383556,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2010,223443,7801206,1670
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2007,4191578,540143849,5923
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2007,4191578,9661841,5923
Kyrgyzstan,Lower-middle-income economies,KG,KGZ,Value Prod,2016,40457,37785307,533
Kyrgyzstan,Lower-middle-income economies,KG,KGZ,Value Yield,2016,40457,8919337,533
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2013,306293,238957845,392
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2013,306293,6596184,392
Poland,High-income economies,PL,POL,Value Prod,2011,5738655,342545100,21779
Poland,High-income economies,PL,POL,Value Yield,2011,5738655,7450764,21779
Thailand,Upper-middle-income economies,TH,THA,Value Prod,2010,5221325.47,1029687225,68986
Thailand,Upper-middle-income economies,TH,THA,Value Yield,2010,5221325.47,8326206,68986
Barbados,High-income economies,BB,BRB,Value Prod,2009,1609,1868405,168
Barbados,High-income economies,BB,BRB,Value Yield,2009,1609,4441665,168
Dominican Republic,Upper-middle-income economies,DO,DOM,Value Prod,2018,394907.42,94309355,7070
Dominican Republic,Upper-middle-income economies,DO,DOM,Value Yield,2018,394907.42,8748096,7070
Armenia,Upper-middle-income economies,AM,ARM,Value Prod,2010,31462,12274722,279
Armenia,Upper-middle-income economies,AM,ARM,Value Yield,2010,31462,4634424,279
